Ticker,Asset,Feature,Importance
JNJ,Johnson & Johnson,Rolling_Vol_63,0.011559073678521731
JPM,JPMorgan Chase,Return_Lag1,0.07921133850756444
JPM,JPMorgan Chase,Return_Lag2,0.08011294754082043
JPM,JPMorgan Chase,Return_Lag3,0.017357273629218052
JPM,JPMorgan Chase,Return_Lag5,0.017006562244700367
JPM,JPMorgan Chase,Return_Lag10,0.011778137922616685
JPM,JPMorgan Chase,Return_Lag21,0.027332820188952195
JPM,JPMorgan Chase,Squared_Return_Lag1,0.03700881743144259
JPM,JPMorgan Chase,Squared_Return_Lag2,0.02601702735549577
JPM,JPMorgan Chase,Squared_Return_Lag3,0.018004820627172374
JPM,JPMorgan Chase,Squared_Return_Lag5,0.010392747276722429
JPM,JPMorgan Chase,Squared_Return_Lag10,0.01094713561160455
JPM,JPMorgan Chase,Squared_Return_Lag21,0.020934007727266342
JPM,JPMorgan Chase,Rolling_Vol_5,0.17696937590964673
JPM,JPMorgan Chase,Rolling_Vol_10,0.31896099084468116
JPM,JPMorgan Chase,Rolling_Vol_21,0.11844427039056442
JPM,JPMorgan Chase,Rolling_Vol_63,0.0295217267915316
TSLA,Tesla,Return_Lag1,0.09283181735494599
TSLA,Tesla,Return_Lag2,0.19008837494601866
TSLA,Tesla,Return_Lag3,0.0450042117168414
TSLA,Tesla,Return_Lag5,0.0464863772745745
TSLA,Tesla,Return_Lag10,0.04303910034257886
TSLA,Tesla,Return_Lag21,0.01899351532215884
TSLA,Tesla,Squared_Return_Lag1,0.04736546337778052
TSLA,Tesla,Squared_Return_Lag2,0.10938696254195258
TSLA,Tesla,Squared_Return_Lag3,0.020843994643423593
TSLA,Tesla,Squared_Return_Lag5,0.08895567679671779
TSLA,Tesla,Squared_Return_Lag10,0.01722099039620483
TSLA,Tesla,Squared_Return_Lag21,0.04472227184654652
TSLA,Tesla,Rolling_Vol_5,0.0823657492701897
TSLA,Tesla,Rolling_Vol_10,0.023593556018955842
TSLA,Tesla,Rolling_Vol_21,0.05627714739478097
TSLA,Tesla,Rolling_Vol_63,0.07282479075632942
WMT,Walmart,Return_Lag1,0.10124526394389294
WMT,Walmart,Return_Lag2,0.0635883368675722
WMT,Walmart,Return_Lag3,0.07000179721022588
WMT,Walmart,Return_Lag5,0.04245859743355481
WMT,Walmart,Return_Lag10,0.07717129290102143
WMT,Walmart,Return_Lag21,0.04164120664403672
WMT,Walmart,Squared_Return_Lag1,0.07610150862604675
WMT,Walmart,Squared_Return_Lag2,0.0505570122908372
WMT,Walmart,Squared_Return_Lag3,0.07130413287238549
WMT,Walmart,Squared_Return_Lag5,0.05238781174633086
WMT,Walmart,Squared_Return_Lag10,0.06998619154409817
WMT,Walmart,Squared_Return_Lag21,0.04998568197110013
WMT,Walmart,Rolling_Vol_5,0.0676057314790883
WMT,Walmart,Rolling_Vol_10,0.054815046532161606
WMT,Walmart,Rolling_Vol_21,0.061530025330221456
WMT,Walmart,Rolling_Vol_63,0.04962036260742608
XOM,Exxon Mobil,Return_Lag1,0.03842647166884641
XOM,Exxon Mobil,Return_Lag2,0.08232024443242199
XOM,Exxon Mobil,Return_Lag3,0.07536237397623093
XOM,Exxon Mobil,Return_Lag5,0.0437259950869242
XOM,Exxon Mobil,Return_Lag10,0.06017329714135342
XOM,Exxon Mobil,Return_Lag21,0.025194330429006925
XOM,Exxon Mobil,Squared_Return_Lag1,0.022687660205839164
XOM,Exxon Mobil,Squared_Return_Lag2,0.04106984843637566
XOM,Exxon Mobil,Squared_Return_Lag3,0.0836738044137029
XOM,Exxon Mobil,Squared_Return_Lag5,0.029947831841397304
XOM,Exxon Mobil,Squared_Return_Lag10,0.031175775597946504
XOM,Exxon Mobil,Squared_Return_Lag21,0.01814262050812621
XOM,Exxon Mobil,Rolling_Vol_5,0.10573540764824117
XOM,Exxon Mobil,Rolling_Vol_10,0.17384056824771443
XOM,Exxon Mobil,Rolling_Vol_21,0.10755393486801984
XOM,Exxon Mobil,Rolling_Vol_63,0.06096983549785297
^GSPC,S&P 500,Return_Lag1,0.010712867513522392
^GSPC,S&P 500,Return_Lag2,0.05641587091119855
^GSPC,S&P 500,Return_Lag3,0.028834550183901273
^GSPC,S&P 500,Return_Lag5,0.009444331683351587
^GSPC,S&P 500,Return_Lag10,0.0031409330126053103
^GSPC,S&P 500,Return_Lag21,0.0030977816601787255
^GSPC,S&P 500,Squared_Return_Lag1,0.022665394839448714
^GSPC,S&P 500,Squared_Return_Lag2,0.21198676039575107
^GSPC,S&P 500,Squared_Return_Lag3,0.033784311050213005
^GSPC,S&P 500,Squared_Return_Lag5,0.008497713302666614
^GSPC,S&P 500,Squared_Return_Lag10,0.005243272443831825
^GSPC,S&P 500,Squared_Return_Lag21,0.003582151539872204
^GSPC,S&P 500,Rolling_Vol_5,0.2816048304260438
^GSPC,S&P 500,Rolling_Vol_10,0.24964721385920416
^GSPC,S&P 500,Rolling_Vol_21,0.05919344536033433
^GSPC,S&P 500,Rolling_Vol_63,0.012148571817876399
