Date,Target_Date,Ticker,Asset,Role,Split,Target_Squared_Return,Historical_Variance_Forecast
2022-02-09,2022-02-10,^GSPC,S&P 500,Benchmark,Validation,3.3422510650239348,1.6947416325523228
2022-02-10,2022-02-11,^GSPC,S&P 500,Benchmark,Validation,3.667869478699849,1.7789792441897145
2022-02-11,2022-02-14,^GSPC,S&P 500,Benchmark,Validation,0.1480703285540096,1.8994853119887796
2022-02-14,2022-02-15,^GSPC,S&P 500,Benchmark,Validation,2.4472590178977955,1.8350148773476476
2022-02-15,2022-02-16,^GSPC,S&P 500,Benchmark,Validation,0.0077584337964083,1.9919216886332758
2022-02-16,2022-02-17,^GSPC,S&P 500,Benchmark,Validation,4.579815773150425,1.8499706089987378
2022-02-17,2022-02-18,^GSPC,S&P 500,Benchmark,Validation,0.5172431257452312,2.0157900154060626
2022-02-18,2022-02-22,^GSPC,S&P 500,Benchmark,Validation,1.039326305899712,1.9860644678634696
2022-02-22,2022-02-23,^GSPC,S&P 500,Benchmark,Validation,3.4535523438079743,1.866665875605415
2022-02-23,2022-02-24,^GSPC,S&P 500,Benchmark,Validation,2.204068411749592,2.0028847684645514
2022-02-24,2022-02-25,^GSPC,S&P 500,Benchmark,Validation,4.8956344056110215,2.075796502813505
2022-02-25,2022-02-28,^GSPC,S&P 500,Benchmark,Validation,0.0598091760451532,2.3238010419292974
2022-02-28,2022-03-01,^GSPC,S&P 500,Benchmark,Validation,2.431874255477122,2.310893303053706
2022-03-01,2022-03-02,^GSPC,S&P 500,Benchmark,Validation,3.4117956917304135,2.1262961000445504
2022-03-02,2022-03-03,^GSPC,S&P 500,Benchmark,Validation,0.2775731083254675,2.1215288575758917
2022-03-03,2022-03-04,^GSPC,S&P 500,Benchmark,Validation,0.6345213023861943,2.0918143936165112
2022-03-04,2022-03-07,^GSPC,S&P 500,Benchmark,Validation,8.977566086114452,2.038460831046185
2022-03-07,2022-03-08,^GSPC,S&P 500,Benchmark,Validation,0.5270823852907022,2.167131544981479
2022-03-08,2022-03-09,^GSPC,S&P 500,Benchmark,Validation,6.438194816639233,2.138964766762216
2022-03-09,2022-03-10,^GSPC,S&P 500,Benchmark,Validation,0.1849903041645852,2.5392640336688768
2022-03-10,2022-03-11,^GSPC,S&P 500,Benchmark,Validation,1.7020539400385342,2.4813294014041274
2022-03-11,2022-03-14,^GSPC,S&P 500,Benchmark,Validation,0.5548276067881822,2.366557279611884
2022-03-14,2022-03-15,^GSPC,S&P 500,Benchmark,Validation,4.487038020302299,2.2693521888108825
2022-03-15,2022-03-16,^GSPC,S&P 500,Benchmark,Validation,4.900433000671103,2.4181664597875785
2022-03-16,2022-03-17,^GSPC,S&P 500,Benchmark,Validation,1.5060701724823256,2.684238534038497
2022-03-17,2022-03-18,^GSPC,S&P 500,Benchmark,Validation,1.3443972124612829,2.635302496130488
2022-03-18,2022-03-21,^GSPC,S&P 500,Benchmark,Validation,0.0018901178333868,2.706224850510769
2022-03-21,2022-03-22,^GSPC,S&P 500,Benchmark,Validation,1.2635332646496418,2.469518886098679
2022-03-22,2022-03-23,^GSPC,S&P 500,Benchmark,Validation,1.5248866911283985,2.482676385331416
2022-03-23,2022-03-24,^GSPC,S&P 500,Benchmark,Validation,2.0283491382975862,2.5106120286041547
2022-03-24,2022-03-25,^GSPC,S&P 500,Benchmark,Validation,0.2553665654196156,2.3596369542779057
2022-03-25,2022-03-28,^GSPC,S&P 500,Benchmark,Validation,0.5068800672698918,2.2913531553109556
2022-03-28,2022-03-29,^GSPC,S&P 500,Benchmark,Validation,1.4840219848823744,2.107726620077701
2022-03-29,2022-03-30,^GSPC,S&P 500,Benchmark,Validation,0.3986140604941482,2.1441622213567864
2022-03-30,2022-03-31,^GSPC,S&P 500,Benchmark,Validation,2.488927531909504,2.015152152123048
2022-03-31,2022-04-01,^GSPC,S&P 500,Benchmark,Validation,0.1159008208284884,2.0495641286249673
2022-04-01,2022-04-04,^GSPC,S&P 500,Benchmark,Validation,0.649375290341967,2.0263614383036126
2022-04-04,2022-04-05,^GSPC,S&P 500,Benchmark,Validation,1.5954617955282824,1.9897477012971745
2022-04-05,2022-04-06,^GSPC,S&P 500,Benchmark,Validation,0.9534416963118404,1.566473992501702
2022-04-06,2022-04-07,^GSPC,S&P 500,Benchmark,Validation,0.1801463893932057,1.5965034127171998
2022-04-07,2022-04-08,^GSPC,S&P 500,Benchmark,Validation,0.0704661805268627,1.3452089411832058
2022-04-08,2022-04-11,^GSPC,S&P 500,Benchmark,Validation,2.897258310441725,1.3354456836598039
2022-04-11,2022-04-12,^GSPC,S&P 500,Benchmark,Validation,0.1171898652179455,1.4047319331377144
2022-04-12,2022-04-13,^GSPC,S&P 500,Benchmark,Validation,1.2348995141200998,1.3731986055509968
2022-04-13,2022-04-14,^GSPC,S&P 500,Benchmark,Validation,1.492912628821738,1.2332868010715796
2022-04-14,2022-04-18,^GSPC,S&P 500,Benchmark,Validation,0.0004197961394726,1.1039992150618072
2022-04-18,2022-04-19,^GSPC,S&P 500,Benchmark,Validation,2.537663257174612,1.0297263711145181
2022-04-19,2022-04-20,^GSPC,S&P 500,Benchmark,Validation,0.0038274812213886,1.0898792579743568
2022-04-20,2022-04-21,^GSPC,S&P 500,Benchmark,Validation,2.209044751391382,1.0899735347002322
2022-04-21,2022-04-22,^GSPC,S&P 500,Benchmark,Validation,7.914137213020084,1.1205432835650093
2022-04-22,2022-04-25,^GSPC,S&P 500,Benchmark,Validation,0.3228245515284388,1.4141636945059302
2022-04-25,2022-04-26,^GSPC,S&P 500,Benchmark,Validation,8.151030098230114,1.3099102184801394
2022-04-26,2022-04-27,^GSPC,S&P 500,Benchmark,Validation,0.0439258313544504,1.596463591747988
2022-04-27,2022-04-28,^GSPC,S&P 500,Benchmark,Validation,5.975900650427566,1.5525152778231193
2022-04-28,2022-04-29,^GSPC,S&P 500,Benchmark,Validation,13.659794919905533,1.825772619115701
2022-04-29,2022-05-02,^GSPC,S&P 500,Benchmark,Validation,0.3202653664715695,2.353814026904261
2022-05-02,2022-05-03,^GSPC,S&P 500,Benchmark,Validation,0.2328511319351446,2.3445216875523998
2022-05-03,2022-05-04,^GSPC,S&P 500,Benchmark,Validation,8.658436636977129,2.3561682881377934
2022-05-04,2022-05-05,^GSPC,S&P 500,Benchmark,Validation,13.177391916126853,2.8322235015686186
2022-05-05,2022-05-06,^GSPC,S&P 500,Benchmark,Validation,0.3238047477855661,3.326272607925668
2022-05-06,2022-05-09,^GSPC,S&P 500,Benchmark,Validation,10.602525547280257,3.311330089273208
2022-05-09,2022-05-10,^GSPC,S&P 500,Benchmark,Validation,0.0602644445759004,3.654345099278422
2022-05-10,2022-05-11,^GSPC,S&P 500,Benchmark,Validation,2.7556770563103523,3.6824155450344294
2022-05-11,2022-05-12,^GSPC,S&P 500,Benchmark,Validation,0.0168170319275496,3.67763654646645
2022-05-12,2022-05-13,^GSPC,S&P 500,Benchmark,Validation,5.5645356274098745,3.6841038482130535
2022-05-13,2022-05-16,^GSPC,S&P 500,Benchmark,Validation,0.1563576500162883,3.9636384025139733
2022-05-16,2022-05-17,^GSPC,S&P 500,Benchmark,Validation,3.987577492509221,3.9344942651832007
2022-05-17,2022-05-18,^GSPC,S&P 500,Benchmark,Validation,17.002270286670818,4.2121815059376395
2022-05-18,2022-05-19,^GSPC,S&P 500,Benchmark,Validation,0.3423261864280923,4.6631152366478705
2022-05-19,2022-05-20,^GSPC,S&P 500,Benchmark,Validation,0.0002135429604627,4.647343845891323
2022-05-20,2022-05-23,^GSPC,S&P 500,Benchmark,Validation,3.3800805630149515,4.627200554333006
2022-05-23,2022-05-24,^GSPC,S&P 500,Benchmark,Validation,0.6648691533763563,4.61221431417747
2022-05-24,2022-05-25,^GSPC,S&P 500,Benchmark,Validation,0.8848009097642608,4.577110976991696
2022-05-25,2022-05-26,^GSPC,S&P 500,Benchmark,Validation,3.876238807475754,4.335219922532017
2022-05-26,2022-05-27,^GSPC,S&P 500,Benchmark,Validation,5.973688452491227,4.559845025592931
2022-05-27,2022-05-31,^GSPC,S&P 500,Benchmark,Validation,0.3961613783615682,4.559727819847822
2022-05-31,2022-06-01,^GSPC,S&P 500,Benchmark,Validation,0.5641369453725436,3.9188576291668307
2022-06-01,2022-06-02,^GSPC,S&P 500,Benchmark,Validation,3.335454025790127,3.9269547563595175
2022-06-02,2022-06-03,^GSPC,S&P 500,Benchmark,Validation,2.7166969468652877,4.086178969336908
2022-06-03,2022-06-06,^GSPC,S&P 500,Benchmark,Validation,0.0981248988519291,3.739614534039313
2022-06-06,2022-06-07,^GSPC,S&P 500,Benchmark,Validation,0.8983876862519455,3.1342294862778086
2022-06-07,2022-06-08,^GSPC,S&P 500,Benchmark,Validation,1.1777942685171006,3.1619251885311637
2022-06-08,2022-06-09,^GSPC,S&P 500,Benchmark,Validation,5.801574428553296,2.670148352834528
2022-06-09,2022-06-10,^GSPC,S&P 500,Benchmark,Validation,8.72754272889386,2.979272630750798
2022-06-10,2022-06-13,^GSPC,S&P 500,Benchmark,Validation,15.634062217769833,3.2764555577441827
2022-06-13,2022-06-14,^GSPC,S&P 500,Benchmark,Validation,0.1429458504773023,4.006543507992008
2022-06-14,2022-06-15,^GSPC,S&P 500,Benchmark,Validation,2.0987487373321168,3.656367458399268
2022-06-15,2022-06-16,^GSPC,S&P 500,Benchmark,Validation,10.924483950962196,3.8107007083202014
2022-06-16,2022-06-17,^GSPC,S&P 500,Benchmark,Validation,0.0483317071120883,3.9493950694886815
2022-06-17,2022-06-21,^GSPC,S&P 500,Benchmark,Validation,5.847920952235279,3.282120867040674
2022-06-21,2022-06-22,^GSPC,S&P 500,Benchmark,Validation,0.0169629810479089,3.62962890449399
2022-06-22,2022-06-23,^GSPC,S&P 500,Benchmark,Validation,0.9000454434620355,3.627968571355607
2022-06-23,2022-06-24,^GSPC,S&P 500,Benchmark,Validation,9.063435224286495,3.4864317523034343
2022-06-24,2022-06-27,^GSPC,S&P 500,Benchmark,Validation,0.0886550559697871,3.955011083494733
2022-06-27,2022-06-28,^GSPC,S&P 500,Benchmark,Validation,4.140684989449746,3.9070858944746036
2022-06-28,2022-06-29,^GSPC,S&P 500,Benchmark,Validation,0.0050694231992731,3.8440927378789853
2022-06-29,2022-06-30,^GSPC,S&P 500,Benchmark,Validation,0.7740245048897523,3.4587382185212903
2022-06-30,2022-07-01,^GSPC,S&P 500,Benchmark,Validation,1.1021873944566032,3.4673303437719403
2022-07-01,2022-07-05,^GSPC,S&P 500,Benchmark,Validation,0.0250549360180705,3.5616797372249636
2022-07-05,2022-07-06,^GSPC,S&P 500,Benchmark,Validation,0.1272203160167853,3.334218222759545
2022-07-06,2022-07-07,^GSPC,S&P 500,Benchmark,Validation,2.206330923357089,3.2775878321754712
2022-07-07,2022-07-08,^GSPC,S&P 500,Benchmark,Validation,0.0068992359751558,3.416717721552292
2022-07-08,2022-07-11,^GSPC,S&P 500,Benchmark,Validation,1.3443052088670664,3.342833215093038
2022-07-11,2022-07-12,^GSPC,S&P 500,Benchmark,Validation,0.8624592648974108,3.3488545386949164
2022-07-12,2022-07-13,^GSPC,S&P 500,Benchmark,Validation,0.1995287499343581,3.1429169191960753
2022-07-13,2022-07-14,^GSPC,S&P 500,Benchmark,Validation,0.0901884272873141,2.762208003587878
2022-07-14,2022-07-15,^GSPC,S&P 500,Benchmark,Validation,3.617311728847722,1.997992333984134
2022-07-15,2022-07-18,^GSPC,S&P 500,Benchmark,Validation,0.705388753433856,2.1475978005717202
2022-07-18,2022-07-19,^GSPC,S&P 500,Benchmark,Validation,7.427542239571471,2.1020865916626095
2022-07-19,2022-07-20,^GSPC,S&P 500,Benchmark,Validation,0.3455669101504582,1.8098552153112941
2022-07-20,2022-07-21,^GSPC,S&P 500,Benchmark,Validation,0.9629627785266612,1.8119473703834825
2022-07-21,2022-07-22,^GSPC,S&P 500,Benchmark,Validation,0.8791476341613502,1.6139035586952886
2022-07-22,2022-07-25,^GSPC,S&P 500,Benchmark,Validation,0.0172739230564064,1.6786595166159177
2022-07-25,2022-07-26,^GSPC,S&P 500,Benchmark,Validation,1.3480005527226946,1.6532714024025388
2022-07-26,2022-07-27,^GSPC,S&P 500,Benchmark,Validation,6.666749189307844,1.3136555977668833
2022-07-27,2022-07-28,^GSPC,S&P 500,Benchmark,Validation,1.4545131348320377,1.6195552091187704
2022-07-28,2022-07-29,^GSPC,S&P 500,Benchmark,Validation,1.990293375082322,1.4121269166923223
2022-07-29,2022-08-01,^GSPC,S&P 500,Benchmark,Validation,0.079923617908183,1.4612876565863586
2022-08-01,2022-08-02,^GSPC,S&P 500,Benchmark,Validation,0.4468505872261273,1.403441846270207
2022-08-02,2022-08-03,^GSPC,S&P 500,Benchmark,Validation,2.4079144909417742,1.4326840253749156
2022-08-03,2022-08-04,^GSPC,S&P 500,Benchmark,Validation,0.0060472777939465,1.502619087379951
2022-08-04,2022-08-05,^GSPC,S&P 500,Benchmark,Validation,0.0264735359232642,1.5128941721319003
2022-08-05,2022-08-08,^GSPC,S&P 500,Benchmark,Validation,0.0153342929493782,1.45769214060282
2022-08-08,2022-08-09,^GSPC,S&P 500,Benchmark,Validation,0.1812838597856531,1.4592806282650872
2022-08-09,2022-08-10,^GSPC,S&P 500,Benchmark,Validation,4.438251655959192,1.3789235132648698
2022-08-10,2022-08-11,^GSPC,S&P 500,Benchmark,Validation,0.0049804484292107,1.4386003962996918
2022-08-11,2022-08-12,^GSPC,S&P 500,Benchmark,Validation,2.949478886920746,1.4110587784458462
2022-08-12,2022-08-15,^GSPC,S&P 500,Benchmark,Validation,0.1569494056141204,1.4469562425891715
2022-08-15,2022-08-16,^GSPC,S&P 500,Benchmark,Validation,0.0351158675760842,1.3556740886110172
2022-08-16,2022-08-17,^GSPC,S&P 500,Benchmark,Validation,0.5276736481038502,1.267568286513516
2022-08-17,2022-08-18,^GSPC,S&P 500,Benchmark,Validation,0.0513924187545669,1.0860866694083353
2022-08-18,2022-08-19,^GSPC,S&P 500,Benchmark,Validation,1.6858240482527516,1.085207172083535
2022-08-19,2022-08-22,^GSPC,S&P 500,Benchmark,Validation,4.679592789407186,1.1943106830730215
2022-08-22,2022-08-23,^GSPC,S&P 500,Benchmark,Validation,0.0501925968350151,1.4133289167404886
2022-08-23,2022-08-24,^GSPC,S&P 500,Benchmark,Validation,0.0847925886030864,1.4220465101697422
2022-08-24,2022-08-25,^GSPC,S&P 500,Benchmark,Validation,1.9581081708377657,1.3262033190088558
2022-08-25,2022-08-26,^GSPC,S&P 500,Benchmark,Validation,11.74335322796762,1.118146876444495
2022-08-26,2022-08-29,^GSPC,S&P 500,Benchmark,Validation,0.4473837589530803,1.675677011517036
2022-08-29,2022-08-30,^GSPC,S&P 500,Benchmark,Validation,1.2297515813563669,1.5846358863663024
2022-08-30,2022-08-31,^GSPC,S&P 500,Benchmark,Validation,0.6158699498370489,1.630890090692192
2022-08-31,2022-09-01,^GSPC,S&P 500,Benchmark,Validation,0.0895058162826565,1.637498248413878
2022-09-01,2022-09-02,^GSPC,S&P 500,Benchmark,Validation,1.1652236520213248,1.4976488781105455
2022-09-02,2022-09-06,^GSPC,S&P 500,Benchmark,Validation,0.1683842246942317,1.5310951611347903
2022-09-06,2022-09-07,^GSPC,S&P 500,Benchmark,Validation,3.303251240381769,1.5313940416035736
2022-09-07,2022-09-08,^GSPC,S&P 500,Benchmark,Validation,0.4341448455156749,1.741242297007425
2022-09-08,2022-09-09,^GSPC,S&P 500,Benchmark,Validation,2.2970479011069407,1.7714661885196281
2022-09-09,2022-09-12,^GSPC,S&P 500,Benchmark,Validation,1.1085250207144348,1.6555195900868056
2022-09-12,2022-09-13,^GSPC,S&P 500,Benchmark,Validation,19.535660127270223,1.7261619273912214
2022-09-13,2022-09-14,^GSPC,S&P 500,Benchmark,Validation,0.1143311583471454,2.397719123785209
2022-09-14,2022-09-15,^GSPC,S&P 500,Benchmark,Validation,1.29556119709831,2.3932402491009848
2022-09-15,2022-09-16,^GSPC,S&P 500,Benchmark,Validation,0.5195598156843796,2.3982680069326583
2022-09-16,2022-09-19,^GSPC,S&P 500,Benchmark,Validation,0.4669942459264879,2.3981252150338337
2022-09-19,2022-09-20,^GSPC,S&P 500,Benchmark,Validation,1.285074973213688,2.439816817070562
2022-09-20,2022-09-21,^GSPC,S&P 500,Benchmark,Validation,2.9806897172763605,2.4270810850064546
2022-09-21,2022-09-22,^GSPC,S&P 500,Benchmark,Validation,0.7162734246060048,2.3608642914272604
2022-09-22,2022-09-23,^GSPC,S&P 500,Benchmark,Validation,3.0216273595434244,2.367209991614057
2022-09-23,2022-09-26,^GSPC,S&P 500,Benchmark,Validation,1.0804273831739288,2.413319259485798
2022-09-26,2022-09-27,^GSPC,S&P 500,Benchmark,Validation,0.0450547726554194,2.2224428253994817
2022-09-27,2022-09-28,^GSPC,S&P 500,Benchmark,Validation,3.795149786068463,1.8253444969734307
2022-09-28,2022-09-29,^GSPC,S&P 500,Benchmark,Validation,4.5594184675729945,2.1092970178648858
2022-09-29,2022-09-30,^GSPC,S&P 500,Benchmark,Validation,2.3047343476959146,2.2339527632964513
2022-09-30,2022-10-03,^GSPC,S&P 500,Benchmark,Validation,6.530364327843211,2.2854358053883965
2022-10-03,2022-10-04,^GSPC,S&P 500,Benchmark,Validation,9.075361954787557,2.7007037629561106
2022-10-04,2022-10-05,^GSPC,S&P 500,Benchmark,Validation,0.0408034973826477,3.2034332601834676
2022-10-05,2022-10-06,^GSPC,S&P 500,Benchmark,Validation,1.0604721628903822,3.2003803173487517
2022-10-06,2022-10-07,^GSPC,S&P 500,Benchmark,Validation,8.067415732057672,3.024897099074413
2022-10-07,2022-10-10,^GSPC,S&P 500,Benchmark,Validation,0.565605243832466,3.2758368801338675
2022-10-10,2022-10-11,^GSPC,S&P 500,Benchmark,Validation,0.427783811019464,3.0734125180300227
2022-10-11,2022-10-12,^GSPC,S&P 500,Benchmark,Validation,0.1086493213375639,2.936018237635119
2022-10-12,2022-10-13,^GSPC,S&P 500,Benchmark,Validation,6.571152502508734,2.1891320222039656
2022-10-13,2022-10-14,^GSPC,S&P 500,Benchmark,Validation,5.734645919530233,2.6006292563249493
2022-10-14,2022-10-17,^GSPC,S&P 500,Benchmark,Validation,6.830656438989184,2.7754232755319364
2022-10-17,2022-10-18,^GSPC,S&P 500,Benchmark,Validation,1.291125013279976,3.1996319401258253
2022-10-18,2022-10-19,^GSPC,S&P 500,Benchmark,Validation,0.4481573095613758,3.2515129732468098
2022-10-19,2022-10-20,^GSPC,S&P 500,Benchmark,Validation,0.6372328756928168,3.2195934344249233
2022-10-20,2022-10-21,^GSPC,S&P 500,Benchmark,Validation,5.4979744247320195,3.119193311558199
2022-10-21,2022-10-24,^GSPC,S&P 500,Benchmark,Validation,1.3952193140912934,3.384644276566392
2022-10-24,2022-10-25,^GSPC,S&P 500,Benchmark,Validation,2.6036307400520933,3.2849700244012845
2022-10-25,2022-10-26,^GSPC,S&P 500,Benchmark,Validation,0.5498430713673188,3.30925178259607
2022-10-26,2022-10-27,^GSPC,S&P 500,Benchmark,Validation,0.3722445905320137,3.3475166927352937
2022-10-27,2022-10-28,^GSPC,S&P 500,Benchmark,Validation,5.9185337312413795,3.220526378475759
2022-10-28,2022-10-31,^GSPC,S&P 500,Benchmark,Validation,0.5598521778890291,3.1877773906976694
2022-10-31,2022-11-01,^GSPC,S&P 500,Benchmark,Validation,0.1688933589443502,3.0737754866709377
2022-11-01,2022-11-02,^GSPC,S&P 500,Benchmark,Validation,6.410944868905512,2.8432855311943053
2022-11-02,2022-11-03,^GSPC,S&P 500,Benchmark,Validation,1.1326115734869746,2.7614114876711082
2022-11-03,2022-11-04,^GSPC,S&P 500,Benchmark,Validation,1.8297494819887512,2.8108341461719433
2022-11-04,2022-11-07,^GSPC,S&P 500,Benchmark,Validation,0.9154780430002084,2.8549534666323058
2022-11-07,2022-11-08,^GSPC,S&P 500,Benchmark,Validation,0.3116188158027233,2.4505017159563507
2022-11-08,2022-11-09,^GSPC,S&P 500,Benchmark,Validation,4.408649682548196,2.4057000367171097
2022-11-09,2022-11-10,^GSPC,S&P 500,Benchmark,Validation,29.1087394656024,2.639695505301092
2022-11-10,2022-11-11,^GSPC,S&P 500,Benchmark,Validation,0.8460894925606529,3.892955929279804
2022-11-11,2022-11-14,^GSPC,S&P 500,Benchmark,Validation,0.8056750866590305,3.679158803254149
2022-11-14,2022-11-15,^GSPC,S&P 500,Benchmark,Validation,0.7526215593619839,3.367233622806617
2022-11-15,2022-11-16,^GSPC,S&P 500,Benchmark,Validation,0.6866248781012426,3.1386593409103742
2022-11-16,2022-11-17,^GSPC,S&P 500,Benchmark,Validation,0.0957348354944122,3.1758443081908707
2022-11-17,2022-11-18,^GSPC,S&P 500,Benchmark,Validation,0.2253681597102187,3.1472472034083396
2022-11-18,2022-11-21,^GSPC,S&P 500,Benchmark,Validation,0.1514182500814503,3.0828958728081477
2022-11-21,2022-11-22,^GSPC,S&P 500,Benchmark,Validation,1.819424991024538,2.9000338538322863
2022-11-22,2022-11-23,^GSPC,S&P 500,Benchmark,Validation,0.3477774676703985,2.9170884168391917
2022-11-23,2022-11-25,^GSPC,S&P 500,Benchmark,Validation,0.0008013669950672,2.8275853677285623
2022-11-25,2022-11-28,^GSPC,S&P 500,Benchmark,Validation,2.422597862911715,2.7844374406378183
2022-11-28,2022-11-29,^GSPC,S&P 500,Benchmark,Validation,0.0253807499125136,2.9072565594642716
2022-11-29,2022-11-30,^GSPC,S&P 500,Benchmark,Validation,9.289477108981744,2.646367518701793
2022-11-30,2022-12-01,^GSPC,S&P 500,Benchmark,Validation,0.0075344106429365,3.0225134344861937
2022-12-01,2022-12-02,^GSPC,S&P 500,Benchmark,Validation,0.0142892058676282,3.0061130776948097
2022-12-02,2022-12-05,^GSPC,S&P 500,Benchmark,Validation,3.260281507359844,2.6085514108186296
2022-12-05,2022-12-06,^GSPC,S&P 500,Benchmark,Validation,2.1036222823902992,2.741771967985812
2022-12-06,2022-12-07,^GSPC,S&P 500,Benchmark,Validation,0.0347489585211013,2.8332773768729824
2022-12-07,2022-12-08,^GSPC,S&P 500,Benchmark,Validation,0.5615455672968455,2.810234464889761
2022-12-08,2022-12-09,^GSPC,S&P 500,Benchmark,Validation,0.5441599005370207,2.819654155691681
2022-12-09,2022-12-12,^GSPC,S&P 500,Benchmark,Validation,2.0102439788330932,2.5994692049817347
2022-12-12,2022-12-13,^GSPC,S&P 500,Benchmark,Validation,0.5275441205861445,1.298508036652341
2022-12-13,2022-12-14,^GSPC,S&P 500,Benchmark,Validation,0.3685845706021737,1.2832845022812114
2022-12-14,2022-12-15,^GSPC,S&P 500,Benchmark,Validation,6.369302908451592,1.260306509309837
2022-12-15,2022-12-16,^GSPC,S&P 500,Benchmark,Validation,1.2544537484823564,1.5292192823337452
2022-12-16,2022-12-19,^GSPC,S&P 500,Benchmark,Validation,0.8187225662641662,1.5540313490655953
2022-12-19,2022-12-20,^GSPC,S&P 500,Benchmark,Validation,0.0107495568714678,1.5816096099841361
2022-12-20,2022-12-21,^GSPC,S&P 500,Benchmark,Validation,2.178147588168443,1.5646835792960392
2022-12-21,2022-12-22,^GSPC,S&P 500,Benchmark,Validation,2.119103977113183,1.690524351662822
2022-12-22,2022-12-23,^GSPC,S&P 500,Benchmark,Validation,0.3423364248822814,1.6623842860388354
2022-12-23,2022-12-27,^GSPC,S&P 500,Benchmark,Validation,0.164660982096215,1.6620100430428622
2022-12-27,2022-12-28,^GSPC,S&P 500,Benchmark,Validation,1.4625202735447156,1.6615306353268502
2022-12-28,2022-12-29,^GSPC,S&P 500,Benchmark,Validation,2.996580603874589,1.6215268726177705
2022-12-29,2022-12-30,^GSPC,S&P 500,Benchmark,Validation,0.0647181208800503,1.8035835232738957
2022-12-30,2023-01-03,^GSPC,S&P 500,Benchmark,Validation,0.1606865333762405,1.272729936565205
2023-01-03,2023-01-04,^GSPC,S&P 500,Benchmark,Validation,0.5641053280574309,1.27106274757984
2023-01-04,2023-01-05,^GSPC,S&P 500,Benchmark,Validation,1.3721473014604355,1.3232495020024952
2023-01-05,2023-01-06,^GSPC,S&P 500,Benchmark,Validation,5.100296299123782,1.2445613635257575
2023-01-06,2023-01-09,^GSPC,S&P 500,Benchmark,Validation,0.0058971237800303,1.4479604584200727
2023-01-09,2023-01-10,^GSPC,S&P 500,Benchmark,Validation,0.4835808777502175,1.44710448702311
2023-01-10,2023-01-11,^GSPC,S&P 500,Benchmark,Validation,1.6301087415028737,1.4429246170160461
2023-01-11,2023-01-12,^GSPC,S&P 500,Benchmark,Validation,0.1162867910734147,1.4983324358512644
2023-01-12,2023-01-13,^GSPC,S&P 500,Benchmark,Validation,0.1591126054169875,1.4054449144488763
