Date,Target_Date,Ticker,Asset,Role,Split,Log_Return,Target_Squared_Return
2010-09-07,2010-09-08,JNJ,Johnson & Johnson,Stock,Train,-0.3910676854760481,0.0651482354147288
2010-09-08,2010-09-09,JNJ,Johnson & Johnson,Stock,Train,0.2552415236883075,2.672612106619643
2010-09-09,2010-09-10,JNJ,Johnson & Johnson,Stock,Train,1.634812560087438,0.0713488985301854
2010-09-10,2010-09-13,JNJ,Johnson & Johnson,Stock,Train,0.2671121459802707,0.3194797683679872
2010-09-13,2010-09-14,JNJ,Johnson & Johnson,Stock,Train,0.5652254137669211,0.1850189661825318
2010-09-14,2010-09-15,JNJ,Johnson & Johnson,Stock,Train,0.4301383105264304,0.5972510282630304
2010-09-15,2010-09-16,JNJ,Johnson & Johnson,Stock,Train,0.77282017847817,0.153953892261085
2010-09-16,2010-09-17,JNJ,Johnson & Johnson,Stock,Train,0.3923695863100058,0.2077220083575806
2010-09-17,2010-09-20,JNJ,Johnson & Johnson,Stock,Train,0.4557652996418009,0.7073495447153203
2010-09-20,2010-09-21,JNJ,Johnson & Johnson,Stock,Train,0.8410407509243059,0.058509299244532
2010-09-21,2010-09-22,JNJ,Johnson & Johnson,Stock,Train,-0.2418869555071791,0.0023456570696241
2010-09-22,2010-09-23,JNJ,Johnson & Johnson,Stock,Train,0.0484319839530048,0.0668243433282957
2010-09-23,2010-09-24,JNJ,Johnson & Johnson,Stock,Train,-0.2585040489591908,0.2835391725603824
2010-09-24,2010-09-27,JNJ,Johnson & Johnson,Stock,Train,0.5324839646039892,0.0313915357624915
2010-09-27,2010-09-28,JNJ,Johnson & Johnson,Stock,Train,-0.177176566629144,0.4131651736268553
2010-09-28,2010-09-29,JNJ,Johnson & Johnson,Stock,Train,0.6427792573091133,0.0370364553674335
2010-09-29,2010-09-30,JNJ,Johnson & Johnson,Stock,Train,-0.192448578501982,0.3172536843467632
2010-09-30,2010-10-01,JNJ,Johnson & Johnson,Stock,Train,-0.5632527712730433,0.1152630808246091
2010-10-01,2010-10-04,JNJ,Johnson & Johnson,Stock,Train,-0.3395041690828098,0.0168087242930622
2010-10-04,2010-10-05,JNJ,Johnson & Johnson,Stock,Train,-0.1296484642911834,3.296946245929159
2010-10-05,2010-10-06,JNJ,Johnson & Johnson,Stock,Train,1.8157494997738977,0.4234933930516671
2010-10-06,2010-10-07,JNJ,Johnson & Johnson,Stock,Train,0.6507636998570734,0.0002505429299415
2010-10-07,2010-10-08,JNJ,Johnson & Johnson,Stock,Train,0.0158285479416633,0.0002495614053957
2010-10-08,2010-10-11,JNJ,Johnson & Johnson,Stock,Train,0.015797512633188,0.0122403822408286
2010-10-11,2010-10-12,JNJ,Johnson & Johnson,Stock,Train,0.1106362609673185,0.0002496098323097
2010-10-12,2010-10-13,JNJ,Johnson & Johnson,Stock,Train,-0.0157990452974142,0.209005677368538
2010-10-13,2010-10-14,JNJ,Johnson & Johnson,Stock,Train,0.4571713873029873,0.0631790029080021
2010-10-14,2010-10-15,JNJ,Johnson & Johnson,Stock,Train,0.251354337356653,0.0713388081800554
2010-10-15,2010-10-18,JNJ,Johnson & Johnson,Stock,Train,-0.2670932574589921,0.2071384404317975
2010-10-18,2010-10-19,JNJ,Johnson & Johnson,Stock,Train,0.4551246427428398,0.8038146513902368
2010-10-19,2010-10-20,JNJ,Johnson & Johnson,Stock,Train,-0.8965571099434976,0.2387246090879706
2010-10-20,2010-10-21,JNJ,Johnson & Johnson,Stock,Train,0.4885945242099738,0.3737541239151807
2010-10-21,2010-10-22,JNJ,Johnson & Johnson,Stock,Train,0.6113543358112222,0.0793442209759242
2010-10-22,2010-10-25,JNJ,Johnson & Johnson,Stock,Train,-0.281681062508512,0.0707838745951836
2010-10-25,2010-10-26,JNJ,Johnson & Johnson,Stock,Train,0.266052390696238,0.0479823953674777
2010-10-26,2010-10-27,JNJ,Johnson & Johnson,Stock,Train,-0.2190488424244185,0.1796393949992135
2010-10-27,2010-10-28,JNJ,Johnson & Johnson,Stock,Train,-0.4238388785838476,0.0002468988553155
2010-10-28,2010-10-29,JNJ,Johnson & Johnson,Stock,Train,-0.0157130154749337,0.0799793880107745
2010-10-29,2010-11-01,JNJ,Johnson & Johnson,Stock,Train,0.2828062729339195,0.0061656557762712
2010-11-01,2010-11-02,JNJ,Johnson & Johnson,Stock,Train,-0.0785216898459987,0.0887413998423932
2010-11-02,2010-11-03,JNJ,Johnson & Johnson,Stock,Train,0.297894947661744,0.2343729860927323
2010-11-03,2010-11-04,JNJ,Johnson & Johnson,Stock,Train,0.4841208383169767,0.7815465065737933
2010-11-04,2010-11-05,JNJ,Johnson & Johnson,Stock,Train,0.8840511900188774,0.0288913531273781
2010-11-05,2010-11-08,JNJ,Johnson & Johnson,Stock,Train,-0.1699745661191055,0.2462258646831604
2010-11-08,2010-11-09,JNJ,Johnson & Johnson,Stock,Train,-0.4962115120421537,0.0009686158139983
2010-11-09,2010-11-10,JNJ,Johnson & Johnson,Stock,Train,-0.0311225933045166,0.315116326423689
2010-11-10,2010-11-11,JNJ,Johnson & Johnson,Stock,Train,-0.5613522302651777,0.0022008558534959
2010-11-11,2010-11-12,JNJ,Johnson & Johnson,Stock,Train,-0.0469132801400197,0.15357069036728
2010-11-12,2010-11-15,JNJ,Johnson & Johnson,Stock,Train,-0.3918809645380597,0.5409305568147245
2010-11-15,2010-11-16,JNJ,Johnson & Johnson,Stock,Train,0.7354798140090076,2.4691795793048046
2010-11-16,2010-11-17,JNJ,Johnson & Johnson,Stock,Train,-1.5713623322788428,0.016078752550771
2010-11-17,2010-11-18,JNJ,Johnson & Johnson,Stock,Train,-0.1268020210831479,1.4730518327940558
2010-11-18,2010-11-19,JNJ,Johnson & Johnson,Stock,Train,1.2136934673936643,0.0
2010-11-19,2010-11-22,JNJ,Johnson & Johnson,Stock,Train,0.0,0.1086037559992284
2010-11-22,2010-11-23,JNJ,Johnson & Johnson,Stock,Train,-0.3295508397792796,1.406308631742985
2010-11-23,2010-11-24,JNJ,Johnson & Johnson,Stock,Train,-1.185878843618936,0.4432961528200445
2010-11-24,2010-11-26,JNJ,Johnson & Johnson,Stock,Train,0.6658048909553342,0.5179630657195677
2010-11-26,2010-11-29,JNJ,Johnson & Johnson,Stock,Train,-0.719696509453511,0.3943581604203268
2010-11-29,2010-11-30,JNJ,Johnson & Johnson,Stock,Train,-0.6279794267492581,0.340081961680696
2010-11-30,2010-12-01,JNJ,Johnson & Johnson,Stock,Train,-0.5831654668108324,1.969979327757443
2010-12-01,2010-12-02,JNJ,Johnson & Johnson,Stock,Train,1.4035595205610067,0.0829143821886379
2010-12-02,2010-12-03,JNJ,Johnson & Johnson,Stock,Train,0.2879485755975152,0.0040864602445295
2010-12-03,2010-12-06,JNJ,Johnson & Johnson,Stock,Train,-0.0639254272142908,0.3330537999841488
2010-12-06,2010-12-07,JNJ,Johnson & Johnson,Stock,Train,-0.5771081354340353,0.0312087757449126
2010-12-07,2010-12-08,JNJ,Johnson & Johnson,Stock,Train,0.1766600570160459,0.0504021388975501
2010-12-08,2010-12-09,JNJ,Johnson & Johnson,Stock,Train,0.2245042068593595,0.3924960782561639
2010-12-09,2010-12-10,JNJ,Johnson & Johnson,Stock,Train,-0.6264950744069453,0.0585534764580178
2010-12-10,2010-12-13,JNJ,Johnson & Johnson,Stock,Train,-0.2419782561678174,0.0065254205077248
2010-12-13,2010-12-14,JNJ,Johnson & Johnson,Stock,Train,-0.0807800749425553,2.132416392254601
2010-12-14,2010-12-15,JNJ,Johnson & Johnson,Stock,Train,1.4602795596236362,0.1018199151118807
2010-12-15,2010-12-16,JNJ,Johnson & Johnson,Stock,Train,-0.3190923300737276,0.0740026125731226
2010-12-16,2010-12-17,JNJ,Johnson & Johnson,Stock,Train,-0.2720342121372285,0.0502056688373535
2010-12-17,2010-12-20,JNJ,Johnson & Johnson,Stock,Train,0.224066215296625,0.0063899886775513
2010-12-20,2010-12-21,JNJ,Johnson & Johnson,Stock,Train,-0.0799374047461594,0.0577678086473119
2010-12-21,2010-12-22,JNJ,Johnson & Johnson,Stock,Train,-0.2403493470915034,0.2648509985296906
2010-12-22,2010-12-23,JNJ,Johnson & Johnson,Stock,Train,-0.5146367636787044,0.1370403439074277
2010-12-23,2010-12-27,JNJ,Johnson & Johnson,Stock,Train,0.3701896053476215,0.2656291468169979
2010-12-27,2010-12-28,JNJ,Johnson & Johnson,Stock,Train,-0.5153922261899164,0.0374703875137126
2010-12-28,2010-12-29,JNJ,Johnson & Johnson,Stock,Train,0.1935726930992919,0.0165949568030032
2010-12-29,2010-12-30,JNJ,Johnson & Johnson,Stock,Train,0.1288214143805419,0.0938074461939307
2010-12-30,2010-12-31,JNJ,Johnson & Johnson,Stock,Train,-0.3062800127235383,0.0211383446300707
2010-12-31,2011-01-03,JNJ,Johnson & Johnson,Stock,Train,-0.1453903182129769,2.4215378592389527
2011-01-03,2011-01-04,JNJ,Johnson & Johnson,Stock,Train,1.5561291267883115,0.7058620959788577
2011-01-04,2011-01-05,JNJ,Johnson & Johnson,Stock,Train,0.8401559950264342,0.0039914321780224
2011-01-05,2011-01-06,JNJ,Johnson & Johnson,Stock,Train,-0.0631777823132664,0.0249882930917176
2011-01-06,2011-01-07,JNJ,Johnson & Johnson,Stock,Train,-0.1580768581789176,0.940365896674596
2011-01-07,2011-01-10,JNJ,Johnson & Johnson,Stock,Train,-0.969724649926254,0.4975200886336199
2011-01-10,2011-01-11,JNJ,Johnson & Johnson,Stock,Train,-0.7053510392943502,0.0312658386317468
2011-01-11,2011-01-12,JNJ,Johnson & Johnson,Stock,Train,0.1768214880373615,0.135937132130256
2011-01-12,2011-01-13,JNJ,Johnson & Johnson,Stock,Train,0.3686965312153832,0.4275083130926692
2011-01-13,2011-01-14,JNJ,Johnson & Johnson,Stock,Train,0.6538411986810476,0.3293583647808574
2011-01-14,2011-01-18,JNJ,Johnson & Johnson,Stock,Train,-0.5738975211489046,0.5213203066784426
2011-01-18,2011-01-19,JNJ,Johnson & Johnson,Stock,Train,-0.722025142691335,0.5446278497077688
2011-01-19,2011-01-20,JNJ,Johnson & Johnson,Stock,Train,0.7379890579864777,0.2288576468001295
2011-01-20,2011-01-21,JNJ,Johnson & Johnson,Stock,Train,0.4783906842739828,0.1015522907274281
2011-01-21,2011-01-24,JNJ,Johnson & Johnson,Stock,Train,-0.3186727015723626,0.4965239529665009
2011-01-24,2011-01-25,JNJ,Johnson & Johnson,Stock,Train,-0.7046445578917792,3.419710874864746
2011-01-25,2011-01-26,JNJ,Johnson & Johnson,Stock,Train,-1.8492460287546235,0.622442393394868
2011-01-26,2011-01-27,JNJ,Johnson & Johnson,Stock,Train,-0.7889501843556841,0.0174084492728543
2011-01-27,2011-01-28,JNJ,Johnson & Johnson,Stock,Train,0.1319410825817885,1.232713378447546
2011-01-28,2011-01-31,JNJ,Johnson & Johnson,Stock,Train,-1.1102762622192488,0.1606010994027792
2011-01-31,2011-02-01,JNJ,Johnson & Johnson,Stock,Train,-0.4007506698719034,2.040810554334394
2011-02-01,2011-02-02,JNJ,Johnson & Johnson,Stock,Train,1.4285694083013236,0.0002706834198882
2011-02-02,2011-02-03,JNJ,Johnson & Johnson,Stock,Train,-0.0164524593872252,0.0878922992550935
2011-02-03,2011-02-04,JNJ,Johnson & Johnson,Stock,Train,0.2964663543390607,0.0043263885268104
2011-02-04,2011-02-07,JNJ,Johnson & Johnson,Stock,Train,0.065775288116514,0.0024293461705243
2011-02-07,2011-02-08,JNJ,Johnson & Johnson,Stock,Train,0.0492883979301858,0.0132137342919672
2011-02-08,2011-02-09,JNJ,Johnson & Johnson,Stock,Train,0.1149510082251011,0.0097036986910863
2011-02-09,2011-02-10,JNJ,Johnson & Johnson,Stock,Train,-0.0985073534873735,0.0067371083937986
2011-02-10,2011-02-11,JNJ,Johnson & Johnson,Stock,Train,0.0820798903130277,0.1430317124277194
2011-02-11,2011-02-14,JNJ,Johnson & Johnson,Stock,Train,-0.3781953363378763,0.0
2011-02-14,2011-02-15,JNJ,Johnson & Johnson,Stock,Train,0.0,0.0173865978553617
2011-02-15,2011-02-16,JNJ,Johnson & Johnson,Stock,Train,-0.1318582490986503,0.0272538461691405
2011-02-16,2011-02-17,JNJ,Johnson & Johnson,Stock,Train,-0.1650873894915676,0.198129918830617
2011-02-17,2011-02-18,JNJ,Johnson & Johnson,Stock,Train,0.4451178707158555,0.2756382947342291
2011-02-18,2011-02-22,JNJ,Johnson & Johnson,Stock,Train,0.5250126614989672,0.5709543944970185
2011-02-22,2011-02-23,JNJ,Johnson & Johnson,Stock,Train,-0.7556152423667871,0.1845225185281292
2011-02-23,2011-02-24,JNJ,Johnson & Johnson,Stock,Train,-0.4295608438022828,0.0538805530999756
2011-02-24,2011-02-25,JNJ,Johnson & Johnson,Stock,Train,-0.2321218496823933,0.0137566278444437
2011-02-25,2011-02-28,JNJ,Johnson & Johnson,Stock,Train,-0.1172886518144176,8.841332909123587
2011-02-28,2011-03-01,JNJ,Johnson & Johnson,Stock,Train,2.973437893940882,1.468301063769313
2011-03-01,2011-03-02,JNJ,Johnson & Johnson,Stock,Train,-1.2117347332520072,0.0327905580416839
2011-03-02,2011-03-03,JNJ,Johnson & Johnson,Stock,Train,0.1810816336398695,0.1551418811583156
2011-03-03,2011-03-04,JNJ,Johnson & Johnson,Stock,Train,0.3938805417360898,0.0002677923012551
2011-03-04,2011-03-07,JNJ,Johnson & Johnson,Stock,Train,0.0163643607041384,1.1810105160679454
2011-03-07,2011-03-08,JNJ,Johnson & Johnson,Stock,Train,-1.0867430773038975,0.2620362030316553
2011-03-08,2011-03-09,JNJ,Johnson & Johnson,Stock,Train,0.5118947186987334,0.2620362030316537
2011-03-09,2011-03-10,JNJ,Johnson & Johnson,Stock,Train,-0.5118947186987318,1.733400884428085
2011-03-10,2011-03-11,JNJ,Johnson & Johnson,Stock,Train,-1.3165868313286766,0.0179794879749168
2011-03-11,2011-03-14,JNJ,Johnson & Johnson,Stock,Train,0.1340876130554827,0.8885341728558487
2011-03-14,2011-03-15,JNJ,Johnson & Johnson,Stock,Train,-0.942620906226808,1.2217495480023766
2011-03-15,2011-03-16,JNJ,Johnson & Johnson,Stock,Train,-1.1053278011532943,1.9939941484990955
2011-03-16,2011-03-17,JNJ,Johnson & Johnson,Stock,Train,-1.412088576718577,0.6589748475629994
2011-03-17,2011-03-18,JNJ,Johnson & Johnson,Stock,Train,0.8117726575606001,0.5685804909290444
2011-03-18,2011-03-21,JNJ,Johnson & Johnson,Stock,Train,0.754042764655324,0.1962194111269159
2011-03-21,2011-03-22,JNJ,Johnson & Johnson,Stock,Train,0.4429666027218259,0.0046248749486843
2011-03-22,2011-03-23,JNJ,Johnson & Johnson,Stock,Train,-0.0680064331419045,0.0141932043097162
2011-03-23,2011-03-24,JNJ,Johnson & Johnson,Stock,Train,-0.1191352353828046,0.2772568962007685
2011-03-24,2011-03-25,JNJ,Johnson & Johnson,Stock,Train,0.5265518931698646,0.0071833482745808
2011-03-25,2011-03-28,JNJ,Johnson & Johnson,Stock,Train,-0.0847546357114512,0.1934890822834648
2011-03-28,2011-03-29,JNJ,Johnson & Johnson,Stock,Train,0.4398739390819429,0.0011415637049984
2011-03-29,2011-03-30,JNJ,Johnson & Johnson,Stock,Train,-0.0337870345694677,0.0728017385021612
2011-03-30,2011-03-31,JNJ,Johnson & Johnson,Stock,Train,0.2698179729042549,0.0480340122716331
2011-03-31,2011-04-01,JNJ,Johnson & Johnson,Stock,Train,-0.2191666312914288,0.1634020407505022
2011-04-01,2011-04-04,JNJ,Johnson & Johnson,Stock,Train,0.4042301828791391,1.2174558201401822
2011-04-04,2011-04-05,JNJ,Johnson & Johnson,Stock,Train,1.1033838045486175,0.3406349013918841
2011-04-05,2011-04-06,JNJ,Johnson & Johnson,Stock,Train,-0.5836393590153804,0.0549298959499521
2011-04-06,2011-04-07,JNJ,Johnson & Johnson,Stock,Train,-0.2343712779970109,0.0912943618606857
2011-04-07,2011-04-08,JNJ,Johnson & Johnson,Stock,Train,-0.3021495686918745,0.0011316996171825
2011-04-08,2011-04-11,JNJ,Johnson & Johnson,Stock,Train,-0.0336407434100763,0.4495123814833586
2011-04-11,2011-04-12,JNJ,Johnson & Johnson,Stock,Train,0.6704568453549853,0.0178428936435228
2011-04-12,2011-04-13,JNJ,Johnson & Johnson,Stock,Train,0.1335772946406792,0.3236644179028516
2011-04-13,2011-04-14,JNJ,Johnson & Johnson,Stock,Train,-0.5689151236369548,0.4931899656821454
2011-04-14,2011-04-15,JNJ,Johnson & Johnson,Stock,Train,0.7022748505265908,0.8022566283331547
2011-04-15,2011-04-18,JNJ,Johnson & Johnson,Stock,Train,0.8956877962399369,0.02731541288125
2011-04-18,2011-04-19,JNJ,Johnson & Johnson,Stock,Train,-0.1652737513377428,13.118654800653454
2011-04-19,2011-04-20,JNJ,Johnson & Johnson,Stock,Train,3.6219683599740975,7.159125636971704
2011-04-20,2011-04-21,JNJ,Johnson & Johnson,Stock,Train,2.675654244660865,0.2482199340691664
2011-04-21,2011-04-25,JNJ,Johnson & Johnson,Stock,Train,-0.4982167541032381,0.003897684834041
2011-04-25,2011-04-26,JNJ,Johnson & Johnson,Stock,Train,0.0624314410697131,1.6944458517963863
2011-04-26,2011-04-27,JNJ,Johnson & Johnson,Stock,Train,1.3017088198965183,0.9026747631038088
2011-04-27,2011-04-28,JNJ,Johnson & Johnson,Stock,Train,0.9500919761285268,0.0842133345620624
2011-04-28,2011-04-29,JNJ,Johnson & Johnson,Stock,Train,-0.2901953386291076,0.2690170417322919
2011-04-29,2011-05-02,JNJ,Johnson & Johnson,Stock,Train,0.518668527801998,0.5518041649090341
2011-05-02,2011-05-03,JNJ,Johnson & Johnson,Stock,Train,0.7428352205631031,0.005699370910002
2011-05-03,2011-05-04,JNJ,Johnson & Johnson,Stock,Train,0.0754941779874581,0.7999659377748516
2011-05-04,2011-05-05,JNJ,Johnson & Johnson,Stock,Train,-0.8944081494345026,1.0202911382548516
2011-05-05,2011-05-06,JNJ,Johnson & Johnson,Stock,Train,-1.0100946184664343,0.1592738574249261
2011-05-06,2011-05-09,JNJ,Johnson & Johnson,Stock,Train,0.3990912895878913,0.3025411509523719
2011-05-09,2011-05-10,JNJ,Johnson & Johnson,Stock,Train,0.5500374086845111,0.0391609205594879
2011-05-10,2011-05-11,JNJ,Johnson & Johnson,Stock,Train,0.1978911836325408,1.498802476347739
2011-05-11,2011-05-12,JNJ,Johnson & Johnson,Stock,Train,1.2242558867931732,0.8594078294730092
2011-05-12,2011-05-13,JNJ,Johnson & Johnson,Stock,Train,0.9270425176188032,0.7258600314474082
2011-05-13,2011-05-16,JNJ,Johnson & Johnson,Stock,Train,-0.8519741964680668,0.141352478259265
2011-05-16,2011-05-17,JNJ,Johnson & Johnson,Stock,Train,-0.3759687197883156,0.0020434769262283
2011-05-17,2011-05-18,JNJ,Johnson & Johnson,Stock,Train,0.0452048329963548,0.0226475223451233
2011-05-18,2011-05-19,JNJ,Johnson & Johnson,Stock,Train,0.1504909377508272,0.0274149959642708
2011-05-19,2011-05-20,JNJ,Johnson & Johnson,Stock,Train,-0.1655747443430635,1.1235337052396
2011-05-20,2011-05-23,JNJ,Johnson & Johnson,Stock,Train,-1.0599687284253247,0.0392409282591375
2011-05-23,2011-05-24,JNJ,Johnson & Johnson,Stock,Train,-0.1980932312299881,0.1122094960508396
2011-05-24,2011-05-25,JNJ,Johnson & Johnson,Stock,Train,0.3349768589781086,0.5964748679026508
2011-05-25,2011-05-26,JNJ,Johnson & Johnson,Stock,Train,0.7723178541912978,0.1024181480357972
2011-05-26,2011-05-27,JNJ,Johnson & Johnson,Stock,Train,-0.3200283550496693,3.629470531045965
2011-05-27,2011-05-31,JNJ,Johnson & Johnson,Stock,Train,1.9051169336935632,0.6018251669461689
2011-05-31,2011-06-01,JNJ,Johnson & Johnson,Stock,Train,0.7757739148399931,1.466642713695904
2011-06-01,2011-06-02,JNJ,Johnson & Johnson,Stock,Train,-1.2110502523412907,0.0
2011-06-02,2011-06-03,JNJ,Johnson & Johnson,Stock,Train,0.0,0.3461880234557706
2011-06-03,2011-06-06,JNJ,Johnson & Johnson,Stock,Train,-0.5883774498192216,0.0036624894670721
2011-06-06,2011-06-07,JNJ,Johnson & Johnson,Stock,Train,-0.0605185051622405,0.6992458883504227
2011-06-07,2011-06-08,JNJ,Johnson & Johnson,Stock,Train,-0.8362092371831482,0.945475031932587
2011-06-08,2011-06-09,JNJ,Johnson & Johnson,Stock,Train,0.9723554041257688,0.9274035619359252
2011-06-09,2011-06-10,JNJ,Johnson & Johnson,Stock,Train,0.9630179447631936,1.078784695992262
2011-06-10,2011-06-13,JNJ,Johnson & Johnson,Stock,Train,-1.0386456065435707,0.568059909304638
2011-06-13,2011-06-14,JNJ,Johnson & Johnson,Stock,Train,0.7536974919054978,0.5820580670979798
2011-06-14,2011-06-15,JNJ,Johnson & Johnson,Stock,Train,0.7629273013190574,1.9902346412378344
2011-06-15,2011-06-16,JNJ,Johnson & Johnson,Stock,Train,-1.4107567618969028,0.0583379386271289
2011-06-16,2011-06-17,JNJ,Johnson & Johnson,Stock,Train,0.2415324794455788,0.0020459728918684
2011-06-17,2011-06-20,JNJ,Johnson & Johnson,Stock,Train,-0.0452324318588827,0.1097855191545549
2011-06-20,2011-06-21,JNJ,Johnson & Johnson,Stock,Train,0.3313389792260411,0.0009043489982867
2011-06-21,2011-06-22,JNJ,Johnson & Johnson,Stock,Train,-0.0300723959518822,0.4015734119014168
2011-06-22,2011-06-23,JNJ,Johnson & Johnson,Stock,Train,-0.6336982025392031,0.3687486160726964
2011-06-23,2011-06-24,JNJ,Johnson & Johnson,Stock,Train,-0.6072467505657781,0.8709536590168662
2011-06-24,2011-06-27,JNJ,Johnson & Johnson,Stock,Train,-0.9332489801852806,0.0850535561623823
2011-06-27,2011-06-28,JNJ,Johnson & Johnson,Stock,Train,0.2916394283398291,1.0128944669629731
2011-06-28,2011-06-29,JNJ,Johnson & Johnson,Stock,Train,1.006426582996978,0.3660652813166486
2011-06-29,2011-06-30,JNJ,Johnson & Johnson,Stock,Train,0.6050332894284814,0.0999934741853038
2011-06-30,2011-07-01,JNJ,Johnson & Johnson,Stock,Train,0.3162174476294815,1.3589844959342043
2011-07-01,2011-07-05,JNJ,Johnson & Johnson,Stock,Train,1.1657549038859774,0.2250048138110854
2011-07-05,2011-07-06,JNJ,Johnson & Johnson,Stock,Train,0.4743467232005354,0.010729025102108
2011-07-06,2011-07-07,JNJ,Johnson & Johnson,Stock,Train,-0.1035810074391443,0.298378504054298
